name,tags
Escape First Alchemist ⚗️,"Adventure,Magic,Fantasy,Puzzle,Online Co-Op,Mystery,Co-op,Crafting,Casual,Exploration,Realistic,3D,First-Person,Logic,Linear,Medieval,Atmospheric,Multiplayer,Action,Simulation"
Bleak Faith: Forsaken,"Action,Adventure,RPG,Souls-like,Action RPG,Action-Adventure,Exploration,Open World,Survival,Survival Horror,3D,Third Person,Dark,Horror,Stealth,PvP,Choices Matter,Crafting,Singleplayer,Indie"
Shadow Warrior,"Action,FPS,Swordplay,Gore,Comedy,First-Person,Hack and Slash,Adventure,Shooter,Singleplayer,Old School,Ninja,Great Soundtrack,Dark Humor,Demons,Reboot,Funny,Remake,Atmospheric,Classic"
Haven,"Action-Adventure,Romance,RPG,Cyberpunk,Story Rich,Exploration,Singleplayer,Third Person,Sci-fi,Local Co-Op,LGBTQ+,JRPG,Atmospheric,Sexual Content,Interactive Fiction,Multiple Endings,Comedy,3D,Open World,Choices Matter"
The Jackbox Party Pack 8,"Party Game,Comedy,Family Friendly,Trivia,Word Game,Indie,Funny,Colorful,Casual,Local Multiplayer,Cartoon,2D,Local Co-Op,Team-Based,Strategy,Party,Multiplayer,Psychological Horror"
SoulSaverOnline,"Free to Play,RPG,Massively Multiplayer,2D,Action,Adventure"
Archmage Rises,"Early Access,Tabletop,Magic,Singleplayer,Sandbox,Traditional Roguelike,Colony Sim,Simulation,Procedural Generation,CRPG,Economy,Fantasy,Base Building,Character Customization,Medieval,Strategy,Open World,Roguelike,RPG,Tactical RPG"
,
GET EVEN,"Action,Psychological Horror,Mystery,FPS,Story Rich,Indie,First-Person,Thriller,Horror,Detective,Psychological,Dark,Shooter,Great Soundtrack,Exploration,Adventure,Mature,Walking Simulator,Drama,Psychedelic"
Car Mechanic Simulator 2014,"Automobile Sim,Simulation,Singleplayer,Education,First-Person,Realistic,Puzzle,Racing,Strategy,Multiplayer,Indie,Casual,Great Soundtrack,Management,Free to Play,RPG"
BBQ Simulator: The Squad,"Simulation,Life Sim,Funny,Cooking,Casual,Multiplayer,Resource Management,3D,Physics,Sandbox,Realistic,First-Person,Online Co-Op,Comedy,Exploration,Character Customization,Family Friendly,Memes,Controller,Singleplayer"
Disciples II: Rise of the Elves ,"Strategy,Turn-Based Strategy,Classic,Turn-Based,Fantasy,Dark Fantasy,Atmospheric,RPG,Great Soundtrack"
Sign of Silence,"Horror,Co-op,Multiplayer,Atmospheric,Singleplayer,Action,4 Player Local,Dark,Adventure,First-Person,Lovecraftian,Character Customization,Multiple Endings,Online Co-Op,Psychological Horror,Local Co-Op,Survival Horror,Action-Adventure,Indie,Local Multiplayer"
Miss Neko,"Sexual Content,Hentai,Nudity,Casual,Mature,Action,Anime,Puzzle,NSFW,Singleplayer"
Goodbye Deponia,"Adventure,Point & Click,Comedy,Indie,Singleplayer,Puzzle,Funny,Story Rich,Escape Room,Hand-drawn,Classic,2D,Great Soundtrack,Steampunk,Cult Classic,Retro,1990's"
Pathologic 2,"Story Rich,Atmospheric,Choices Matter,RPG,Difficult,Detective,Immersive Sim,Singleplayer,Survival,Surreal,Psychological Horror,Survival Horror,Open World,Adventure,Dystopian,Indie,Dark,CRPG,First-Person,Isometric"
RWBY: Grimm Eclipse,"Action,Hack and Slash,Anime,Female Protagonist,Co-op,Multiplayer,Adventure,Great Soundtrack,Online Co-Op,Indie,Beat 'em up,Third Person,Fighting,Early Access,Spectacle fighter,Cute,Action RPG,Fantasy,Team-Based,Singleplayer"
theBlu,"Casual,Adventure,VR,Simulation,Immersive Sim,Nature,Immersive,Action-Adventure,6DOF,Indie,Singleplayer,3D"
No Time to Relax,"Multiplayer,4 Player Local,Board Game,Funny,Casual,Strategy,Simulation,Local Multiplayer,Indie,Singleplayer,Controller,2D,Cute,Relaxing,Strategy RPG,Cartoon,Cartoony,Tabletop,Time Management,Colorful"
Cybermotion,"Simulation,Indie,Early Access,Physics,Sandbox,Side Scroller,Platformer,Casual,Robots,Level Editor,Walking Simulator,Metroidvania,2D Platformer,2.5D,PvE,Singleplayer,2D"
Dungeon Brewmaster,"Early Access,Simulation,Adventure,VR"
,
Stronghold 3 Gold,"Strategy,City Builder,Medieval,Simulation,RTS,Resource Management,Multiplayer,Historical,Sandbox,Base Building,Singleplayer,Open World,Co-op,Atmospheric,Classic,Building,Survival,Economy,Real-Time,Great Soundtrack"
WRC 4 FIA World Rally Championship,"Racing,Simulation,Automobile Sim,Offroad,Multiplayer,Sports,Arcade"
CardLife: Creative Survival,"Survival,Open World Survival Craft,Adventure,Open World,Massively Multiplayer,Action,RPG,Indie,Crafting,Building,Base Building,Sandbox,Multiplayer,Online Co-Op,Fantasy,Singleplayer,PvE,PvP,Early Access,Dinosaurs"
,
Dictators:No Peace Countryballs,"Strategy,Casual,Simulation,War,Indie,2D,Memes,Multiplayer"
Rock Simulator,"Casual,Psychological Horror,Indie,Simulation,Comedy,eSports,Memes,Relaxing,Multiplayer,God Game,Puzzle,Life Sim,Immersive Sim,Puzzle Platformer,3D,Cinematic,Colorful,Cute,Minimalist,Realistic"
RISK: Global Domination,"Free to Play,Board Game,Multiplayer,Strategy,Turn-Based Strategy,War,Turn-Based,Tactical,Singleplayer,Casual,Turn-Based Tactics,Tabletop,Local Co-Op,Classic,Indie,Online Co-Op,Grand Strategy,Local Multiplayer,Psychological Horror,Massively Multiplayer"
Wildermyth,"Party-Based RPG,Choices Matter,Story Rich,Turn-Based Tactics,Character Customization,Procedural Generation,Fantasy,Tactical RPG,Roguelite,Hand-drawn,Turn-Based Strategy,Emotional,RPG,Turn-Based,Comic Book,Moddable,Indie,Strategy,Singleplayer,2.5D"
Never Alone (Kisima Ingitchuna),"Indie,Local Co-Op,Platformer,Atmospheric,Female Protagonist,Adventure,Story Rich,Puzzle,Local Multiplayer,Casual,Cute,Puzzle Platformer,Co-op,Side Scroller,Great Soundtrack,Singleplayer,Action,Short,Nature,2.5D"
Leisure Suit Larry - Wet Dreams Dry Twice,"Point & Click,Adventure,Sexual Content,Comedy,Puzzle,2D,Retro,Nudity,Story Rich,Cartoon,Cartoony,LGBTQ+,Romance,Atmospheric,Singleplayer,Mature,Linear,Casual,Funny,Old School"
Chill Corner,"Relaxing,Free to Play,Atmospheric,Idler,Casual,Simulation,Music,Utilities,Life Sim,Cute,Clicker,3D,Colorful,Indie,Singleplayer,Emotional,Management,Time Manipulation,Anime,Point & Click"
My Lands: Black Gem Hunting,"Strategy,Free to Play,RTS,Massively Multiplayer,Multiplayer,Indie,Casual,Adventure,MMORPG,Singleplayer,RPG,Co-op,2D"
Placid Plastic Duck Simulator,"Cute,Collectathon,Relaxing,Physics,Psychological Horror,Immersive Sim,3D,Casual,Life Sim,Funny,Third Person,Female Protagonist,Simulation,Colorful,Surreal,Realistic,Family Friendly,Atmospheric,Memes,1990's"
Loco Parentis / 孤女咒怨,"Indie,Adventure,Horror,Co-op,Action,Massively Multiplayer,RPG,Dark,VR,Psychological Horror,Violent,Mystery,Online Co-Op,Roguelite,Gore,First-Person,Story Rich"
Knock-knock,"Horror,Side Scroller,2D Platformer,Adventure,Puzzle,Difficult,Strategy,2D,Story Rich,Platformer,Surreal,Procedural Generation,Tactical,Psychological Horror,Hand-drawn,Atmospheric,Survival,Mystery,Cartoony,Singleplayer"
Armikrog,"Adventure,Point & Click,Puzzle,Comedy,Singleplayer,Great Soundtrack,Indie,Cult Classic,Nostalgia,Exploration,Retro,Funny,Classic,1990's,Escape Room"
Miscreated,"Open World Survival Craft,Survival,Open World,Multiplayer,Zombies,Post-apocalyptic,Crafting,Massively Multiplayer,PvP,Action,Co-op,Sandbox,Early Access,Simulation,FPS,First-Person,Horror,Indie,Walking Simulator,Singleplayer"
River City Girls,"Beat 'em up,Action,Female Protagonist,Pixel Graphics,Anime,Great Soundtrack,Local Co-Op,2D,Retro,Co-op,Local Multiplayer,Cute,Funny,Singleplayer,Multiplayer,Adventure,Nudity,RPG,Side Scroller,Indie"
SYNTHETIK: Arena,"Free to Play,Action,Co-op,Top-Down Shooter,Multiplayer,Indie,Roguelike,Shooter,Online Co-Op,Roguelite,Top-Down,Local Co-Op,Singleplayer,2D,Cyberpunk,Arena Shooter"
SimpleTD,"Simulation,Casual,Tower Defense,Strategy,Loot,Sandbox,Roguelike,RTS,Building,Crafting,Agriculture,Mining,Economy,Magic,Resource Management,Minimalist,Idler,Management,Singleplayer,Bullet Time"
SpellForce 2 - Anniversary Edition,"RPG,Strategy,RTS,Fantasy,Action,Singleplayer,Base Building"
Moorhuhn Kart,"Racing,Indie,Action,Adventure,Multiplayer"
Fears to Fathom - Carson House,"Psychological Horror,Atmospheric,Horror,Episodic,Adventure,Narration,Crime,Exploration,Story Rich,Conversation,Realistic,Casual,Walking Simulator,Mystery,Thriller,Cycling,Linear,First-Person,Singleplayer,Noir"
Crypto Mining Simulator,"Simulation,Idler,Life Sim,Farming Sim,Mining,Building,Strategy RPG,Sandbox,Realistic,Economy,Game Development,Hacking,Programming,Robots,Artificial Intelligence,Automation,Trading,Strategy,Arcade,3D"
Castle Morihisa,"Roguelike Deckbuilder,Card Battler,Dungeon Crawler,Turn-Based,Replay Value,Card Game,Turn-Based Tactics,Difficult,Roguelike,Procedural Generation,Deckbuilding,Strategy,Turn-Based Combat,Singleplayer,Roguelite,Turn-Based Strategy,2D,RPG,Historical,Choose Your Own Adventure"
Draw & Guess,"Casual,Multiplayer,Hand-drawn,Funny,Family Friendly,Experimental,Word Game,Relaxing,Education,Time Management,2D,Abstract,Cartoon,Minimalist,Stylized,Comedy,PvP,Linear,Co-op,Online Co-Op"
Silent Nights,"Horror,Psychological Horror,Survival Horror,Walking Simulator,Dark,Thriller,Cinematic,Psychological,Atmospheric,Linear,Simulation,Singleplayer,First-Person,Realistic,Adventure,Exploration,Story Rich,Narration,Mystery,Action"
Roots of Pacha,"Pixel Graphics,Farming Sim,Life Sim,Romance,RPG,Building,Exploration,Agriculture,Relaxing,Crafting,Sandbox,Simulation,Cute,Cozy,Online Co-Op,Controller,Co-op,Singleplayer,Character Customization,Multiplayer"
Forgive Me Father,"FPS,Action,Lovecraftian,Shooter,Retro,3D,First-Person,Indie,Stylized,Cartoony,Gore,Violent,Psychedelic,Atmospheric,Dark Fantasy,Singleplayer,Supernatural,Mystery,Character Customization,Combat"
Return of the Obra Dinn,"Detective,Mystery,Puzzle,Story Rich,Atmospheric,Singleplayer,Indie,Great Soundtrack,First-Person,Historical,Adventure,Difficult,Naval,Multiple Endings,Retro,Violent,Pirates,Horror,Walking Simulator,Noir"
Surviving Mars,"Colony Sim,City Builder,Strategy,Survival,Space,Base Building,Mars,Simulation,Sci-fi,Resource Management,Singleplayer,Building,Management,Sandbox,Space Sim,Futuristic,Open World,RTS,Great Soundtrack,Moddable"
M.A.R.S.,"Third-Person Shooter,PvE,PvP,Competitive,Shooter,Character Customization,Female Protagonist,Third Person,Horror,3D,Mechs,Post-apocalyptic,Vehicular Combat,Dinosaurs,Action,Casual,Zombies,Military,Sci-fi,Space"
The Last Stand: Aftermath,"Zombies,Survival,Post-apocalyptic,Top-Down Shooter,Roguelite,Shooter,Action Roguelike,Singleplayer,Adventure,Action,Perma Death,Top-Down,Atmospheric,Violent,Replay Value,Procedural Generation,Dark,Crafting,3D,Action RPG"
Hotshot Racing,"Racing,Indie,Arcade,Multiplayer,Split Screen,Singleplayer,Local Multiplayer,Action,Old School,Retro,Online Co-Op,Driving,Local Co-Op,Pixel Graphics,Stylized,Abstract,1990's,PvP,Score Attack,Vehicular Combat"
Plutocracy,"Economy,Strategy,Simulation,Indie,Management,Early Access,Political,Political Sim,Violent,Nudity,Politics,Singleplayer,Capitalism"
State of Mind,"Sci-fi,Story Rich,Adventure,Futuristic,Singleplayer,Cyberpunk,Indie,Dystopian,Transhumanism,Sexual Content,Dark,Action,Third Person,Robots,Stylized,Atmospheric,Open World,Interactive Fiction,Drama,Exploration"
Risk of Rain,"Action Roguelike,Roguelike,Indie,Platformer,Action,Pixel Graphics,Great Soundtrack,Online Co-Op,Difficult,Perma Death,Co-op,2D,Local Co-Op,Roguelite,Multiplayer,RPG,Singleplayer,Addictive,Replay Value,Survival"
Home Wars,"Strategy,RTS,Real Time Tactics,Base Building,FPS,Spectacle fighter,Action RTS,Resource Management,Survival,Grand Strategy,Turn-Based Strategy,War,Tactical,Military,Wargame,Tower Defense,Sandbox,Third-Person Shooter,Atmospheric,Funny"
Hand Simulator: Survival,"Survival,Multiplayer,Adventure,Simulation,PvP,Funny,VR,RPG,Action,Indie,Open World,Crafting,Co-op,First-Person,Nudity,Psychological Horror,Horror,Singleplayer,Exploration,Action-Adventure"
Pilgrims,"Hand-drawn,Short,Stylized,Funny,Cartoon,Replay Value,Singleplayer,Relaxing,2D,Family Friendly,Nonlinear,Card Game,Point & Click,Comedy,Cute,Indie,Cartoony,Puzzle,Adventure,Casual"
Supraland Six Inches Under,"Puzzle Platformer,Metroidvania,Exploration,First-Person,Adventure,FPS,Puzzle,Combat,Cartoon,Cute,Colorful,Singleplayer,Collectathon,Funny,Open World,Shooter,Action-Adventure,Relaxing,Political,Action"
Tempest: Pirate Action RPG,"Pirates,Action,Naval,RPG,Open World,Action RPG,Multiplayer,Indie,Singleplayer,Co-op,Third Person,Historical,Sailing,Atmospheric,Difficult,Action-Adventure,Replay Value,Sandbox,Perma Death,CRPG"
Barro Racing,"Indie,Racing,Sports,Multiplayer,PvP,Arcade,Driving,Automobile Sim,Immersive Sim,Simulation,Time Attack,Local Multiplayer,Singleplayer,Split Screen,Casual,4 Player Local,Sequel,3D,Retro,Trading Card Game"
Hello Neighbor,"Horror,Sandbox,Stealth,Action-Adventure,First-Person,Story Rich,Survival Horror,Difficult,3D Platformer,FPS,Survival,Strategy,3D,Funny,Psychological Horror,Dark Humor,Family Friendly,Multiple Endings,Surreal,Action"
Gold Rush: The Game,"Simulation,Mining,Singleplayer,Realistic,Open World,Indie,Driving,Sandbox,Economy,Building,First-Person,Exploration,Strategy,Management,Automobile Sim,Adventure,Funny,Relaxing,Casual,Difficult"
Bendy and the Dark Revival,"Horror,Action,First-Person,Singleplayer,Adventure,Survival Horror,Indie,Cartoony,Story Rich,Puzzle,Survival,Dark,Action-Adventure,Sequel,Stealth,Combat,Strategy,Atmospheric,Great Soundtrack,Casual"
Quaver,"Free to Play,Rhythm,Indie,Music,Casual,Competitive,Great Soundtrack,Multiplayer,Psychological Horror,Difficult,Early Access,Anime,Level Editor"
Yu-Gi-Oh! Master Duel,"Card Game,Free to Play,Strategy,Trading Card Game,PvP,Multiplayer,Card Battler,Anime,Simulation,Turn-Based Tactics,Tactical,eSports,Singleplayer,Survival Horror,Fantasy,Dragons,PvE,3D,2D,Great Soundtrack"
Cube Escape: Paradox,"Puzzle,Free to Play,Point & Click,Psychological Horror,Mystery,Singleplayer,Indie,Adventure,Horror,Atmospheric,Escape Room,Story Rich,2D,Multiplayer,Detective,Dark,Great Soundtrack,Surreal,Co-op,Hand-drawn"
Master Of Pottery,"Simulation,Casual,Indie,Early Access,Crafting,Relaxing,Singleplayer,Realistic,Atmospheric"
SCP: Secret Files,"Adventure,Story Rich,Atmospheric,Mystery,Psychological Horror,Puzzle,Walking Simulator,3D,Horror,Singleplayer,Exploration,Immersive Sim,First-Person,Indie,Drama,RPG,Emotional,Thriller,Quick-Time Events,Multiplayer"
Unboxing the Cryptic Killer,"Puzzle,Online Co-Op,Escape Room,Adventure,Mystery,Point & Click,Casual,Exploration,2D,Cartoony,Colorful,Comic Book,Hand-drawn,Logic,Crime,Co-op,Detective,Multiplayer,Family Friendly,Investigation"
Vaporum,"Dungeon Crawler,CRPG,RPG,First-Person,Steampunk,Character Customization,Dark Fantasy,Fantasy,Tactical RPG,Action RPG,Puzzle,Story Rich,Exploration,Action-Adventure,3D,Grid-Based Movement,Turn-Based Combat,Real-Time,Magic,Atmospheric"
Hand Simulator: Horror,"Simulation,Survival Horror,Multiplayer,Physics,Dark,Realistic,Hidden Object,Horror,Open World,Survival,Co-op,Atmospheric,First-Person,Open World Survival Craft,Thriller,Singleplayer,Online Co-Op,Exploration,Investigation,3D"
Press X to Not Die,"Comedy,FMV,Quick-Time Events,Action,Nudity,Indie,First-Person,Choices Matter,Funny,Casual,Horror,Mature,Memes,Gore,Realistic,Singleplayer,Sexual Content,Early Access,Psychological Horror,Difficult"
Post Scriptum,"World War II,Simulation,FPS,Military,Multiplayer,Action,Massively Multiplayer,Realistic,Singleplayer,Strategy,War,First-Person,Shooter,Indie,Historical,Tactical,Team-Based,Violent,Co-op,Open World"
The Slormancer,"Hack and Slash,Action RPG,Dungeon Crawler,Loot,Pixel Graphics,RPG,2D,Action-Adventure,Top-Down,Indie,Isometric,Action,Early Access,Fantasy,Class-Based,Adventure,Combat,Singleplayer,Controller,Soundtrack"
Rusted Warfare - RTS,"RTS,Strategy,Base Building,Multiplayer,Moddable,Indie,2D,Singleplayer,Sandbox,Real-Time,Pixel Graphics,Co-op,Real-Time with Pause,Robots,Retro,Mechs,Action,War,Tower Defense,Mod"
Bombergrounds: Reborn,"Multiplayer,Battle Royale,Funny,Family Friendly,Online Co-Op,Arcade,Cute,Massively Multiplayer,Comedy,Casual,PvP,Action,Co-op,Free to Play,Controller,Character Customization,Retro,Top-Down,Colorful,Strategy"
Takelings House Party,"4 Player Local,Asymmetric VR,Local Multiplayer,VR,Minigames,Funny,Comedy,Arcade,Lemmings,Casual,Indie,Early Access,Local Co-Op,Colorful,3D,Cartoony,Cute,Dark Comedy,Stealth,PvP"
The Devilry Reservation,"Adventure,Text-Based,Story Rich,Singleplayer,Puzzle,Pixel Graphics,Comedy,Detective,Drama,Logic,2D,Exploration,Demons,Emotional,Noir,Dark,Magic,Platformer,2D Platformer,Side Scroller"
Horse Tales: Emerald Valley Ranch,"Exploration,Sports,Open World,Horses,Crafting,Action-Adventure,3D,Cute,Relaxing,Controller,Casual,Adventure,Colorful,Singleplayer,Agriculture,Family Friendly,Creature Collector,Simulation,Action"
Continent of the Ninth Golden,"RPG,Action,Adventure,3D Fighter,MMORPG,Action-Adventure,Action RPG,Party-Based RPG,3D Platformer,Action RTS,Combat Racing,CRPG,3D,3D Vision,Third Person,Drama,Fantasy,Magic,PvP,Combat"
AI Dungeon,"Multiple Endings,Nonlinear,Choose Your Own Adventure,Artificial Intelligence,Conversation,Interactive Fiction,RPG,Adventure,Text-Based,Experimental,Exploration,Drama,Fantasy,Choices Matter,Funny,Story Rich,Post-apocalyptic,Relaxing,Visual Novel,Cyberpunk"
Blood And Zombies,"Action,Zombies,FPS,Shooter,Replay Value,Survival Horror,Gore,Survival,Violent,Base Building,Blood,Spectacle fighter,Roguelite,Building,Singleplayer,First-Person,Atmospheric,Post-apocalyptic,Early Access,Combat"
Thief Town,"Action,Indie,Local Multiplayer,4 Player Local,Stealth,Multiplayer,Western,Pixel Graphics,2D,Retro,Party Game,Casual,Arcade,Split Screen,1990's,Illuminati,Family Friendly,Funny,Old School,Controller"
Higurashi When They Cry Hou - Ch.8 Matsuribayashi,"Adventure,Visual Novel,Psychological Horror,Indie,Horror,2D,Story Rich,Anime,Great Soundtrack,Singleplayer,Mystery"
Deep Despair 2,"Sandbox,Crafting,Adventure,Survival,Simulation,Building,Open World,RPG,Procedural Generation,Farming Sim,Dungeon Crawler,Atmospheric,Action-Adventure,Action RPG,Life Sim,Mystery Dungeon,Immersive Sim,Exploration,2D,CRPG"
Higurashi When They Cry Hou - Ch. 5 Meakashi,"Adventure,Visual Novel,Horror,Psychological Horror,Anime,Great Soundtrack,Mystery,Story Rich,Singleplayer,Dark,Female Protagonist,Atmospheric,Cute,2D,Casual"
Higurashi When They Cry Hou - Ch.7 Minagoroshi,"Adventure,Visual Novel,Anime,Psychological Horror,Mystery,Horror,Story Rich,Indie,2D,Dark,Singleplayer,Atmospheric,Great Soundtrack"
Feign,"Early Access,Casual,Multiplayer,Strategy,Social Deduction,RPG,Mystery,Investigation,Cute,Online Co-Op,Co-op,2D,Tactical,Survival,Strategy RPG,PvP,Cartoony,CRPG,Tactical RPG,Cartoon"
Higurashi When They Cry Hou - Ch.6 Tsumihoroboshi,"Visual Novel,Adventure,Horror,Anime,Psychological Horror,Mystery,Story Rich,Singleplayer,Dark,Great Soundtrack,Atmospheric,Indie,Female Protagonist"
PAYDAY™ The Heist,"FPS,Action,Co-op,Heist,Multiplayer,Crime,Online Co-Op,Shooter,First-Person,Team-Based,Great Soundtrack,Stealth,Difficult,Tactical,Strategy,Singleplayer,Simulation,RPG,Indie,Adventure"
Jump King,"Psychological Horror,Difficult,Precision Platformer,Indie,Adventure,Pixel Graphics,Action,2D,Platformer,Singleplayer,Retro,Atmospheric,Philosophical,Horror,Medieval,Funny,Dark Humor,Souls-like,Fantasy,Side Scroller"
Screeps: Arena,"Early Access,Programming,Strategy,PvP,eSports,Asynchronous Multiplayer,Artificial Intelligence,Automation,RTS,Turn-Based Strategy,Real Time Tactics,Building,Turn-Based Tactics,Tower Defense,Base Building,Simulation,Economy,Management,Logic,Science"
Midnight Ghost Hunt,"Early Access,Multiplayer,Combat,Team-Based,PvP,FPS,First-Person,Supernatural,Action,Shooter,1990's,Indie,Sci-fi,Comedy,Realistic,Horror,Tactical,3D,Co-op,Third-Person Shooter"
